TRANSCRIPTION,TAGS,,,,,,,,,,,,,,,
"You got it. Ok, so one of the things that we recently products was the Share-Of-Voice reporting. I will give you an example of what the final product looks like. Here. [Shared DataGrid in video chat].",DataGrid, Share of Voice,,,,,,,,,,,,,,
"So this is essentially what we're sending to suppliers, so they can see their impression share and their click share. This particular report was for the Grocery Network just across different retailers. Just showing them where they rank in terms of impression share and click share.",,,,,,,,,,,,,,,,
"I think so. They want insights, they want to know what's performing and what's not. And the way that our [Ad] Op’s team sets things up and optimises – looking at keywords that are performing better – they'll group them into one wallet and then have sort of those mid-tier keywords in another wallet. So there are different line items. Obviously, we know we want to allocate more spend to those higher performing terms, right? So just sort of looking at that strategy overall, post campaign, is important to them to understand what's driving performance. And then they want to have exposure too for some of the more broader [search] terms that maybe they're not going to see as much conversion associated with them. But you want to still be present within the category. So you have to bid on those two. So just sort of understanding what's performing well from a wallet perspective within a campaign.",Insights, Performance, Optimisation, Brands, Managed service, Campaigns, Reporting, Search terms / Keywords,,,,,,,,
"Pacing [reporting] is primarily the [Ad] Op’s team. But if there was an incident where we weren't pacing, and it was impacting our ability to scale or even impacting our ability to spend the budget. It's something that we will mention post campaign. So a lot of times before we're sending off these reports to the brands or to the sales leads, we will consult with the Op’s team and just to find out what happened. If there's anything we should make note of to tell that story – this is what happened and this is how we want to move forward for future programs.",Future opportunity, Reporting, Budget, Managed service, Spend, Pacing,,,,,,,,,,
"I'm sorry, at least it's recorded though.",,,,,,,,,,,,,,,,
"If you remember where I lost you, I'm happy to go back.",,,,,,,,,,,,,,,,
"So I think the point that I was just trying to make was that it would be nice to have categories available. Currently, I can create a category when they're not just by looking at relevant terms. Like if I were to look at beverage, like I am here and select ‘US’ – to be our Grocery Network. We're essentially looking at all suppliers who are targeting beverage keyword terms. So that's really like what I would consider a beverage category. So, I can do that here in this level, in this type of reporting. But, really when we're trying to break out performance overall, I think it would be just useful to have the categories available [in the AdManager UI].",Future opportunity, AdManager, Customer needs, Grocery Network / Grocery One, Relevancy, Aggregated reporting, Managed service, Categories,,,,,,,,
"So recently I got a request for Target to provide category-level benchmarks. And we can do that with Target because we have categories available, associated with their products. But if Grocer One wanted to see category benchmarks, it would be a lot more difficult because I don't have product ID’s associated with specific categories, if that makes sense. They're not rolling up under anything [missing products ID’s are allowing the grouping under a category].",Categories, UPC or Identifier, Bench-marking, Products, Retailer needs, Business challenge, Target,,,,,,,,,
"I'm trying to think if there's anything else that would be helpful for you guys to see. So this is something that Cathy's [M] currently working on [showed a Forecast Revise dashboard in DataGrid]. So actually Ellen on my team and Cathy worked on this. This is a forecasting tool to help the sellers understand exactly how much they can spend on certain keywords. So, we're looking at a rolling 30-day average. This dashboard is great because it actually brings in data from our Fill Rate data set, which is managed by the [Ad] Op’s team. And it looks at average spots filled, average spots unfilled. So you have all of that data. Capped number of Ads requested. But then it also looks at the competing suppliers as well as [Ad] delivery data. So you can see that there's like CPC here, then the Max CPC associated with those keywords. And then you see the delivery data impressions and CTR here.",Fill Rate, Managed service, Future opportunity, Competitor, Reporting, Ad requests, CPC (Cost Per Click), CTR (Click Thru Rate),,,,,,,,
"So what we're able to do was when forecasting is we created aggressive CPC spend. So if you're running a campaign for beverages... But essentially what you can do is take the number of months that are going to be in your, in your flight, or in your campaign. And you will multiply that [by] times, either the holiday or non-holiday timing, depending on whether or not you want to be [spend] aggressive or you just want to be middle of the pack, in your bids. So then they can estimate to see Ok, this is how much I would need to spend based on all of the relevant keyword terms that I'm looking to target for my campaign. So this is going to be really useful for the sales team when they're planning their programs.",Reporting, Ad requests, Date or Time related, Forecasting, Customer needs, Ad serving, CPC (Cost Per Click), DataGrid,,,,,,,,
"Yes, exactly. Because what we're doing is you don't have to toggle between dates. So if you're trying to plan a campaign next year for six months, you there's no toggling here. We wanted to show the actual view of the business today. So based on the number of competitors that are currently bidding on those keywords. And, based on just what's happening more recently. That's the view that we wanted to give. So that's why we're looking at a rolling 30-days. And then we just made an assumption that holiday timing typically, you know, brands are spending about 20% more during those months. So that would be October November, December timing.",Planning, Competitor, Spend, Date or Time related, Brands, Campaigns,,,,,,,,,,
"And the other report which I think is going to be really useful if I can find it. Let me see here. So this is a new one that's going to be very important [showed a Cap Out report dashboard in DataGrid].  So this report is the Cap Out report. It's going to show essentially… you're able to look at your deal. So your campaign. I'm sorry, you're actually going to have to look at wallet here. And you'll select your wallet name and it's going to show you by day when the campaign is capping out. So that you'll know if you don't have enough spend per day. Well, essentially it was telling you can increase your spend per day because you're not meeting the requirements. But for some reason, I don't know what happened here. Wait, let me try that one.",DataGrid, Spend limits / Cap-outs, Wallets, Reporting,,,,,,,,,,,,
"It would be per wallet. Where you can actually see because that's how they're [set up]. So they have a budget per wallet and then all that will roll up to a deal. Where they have overall spend for the deal or campaign and then the wallets – what they're setting their budget for that particular targeting tactic. And from there you can see, Ok, here we were capping out the 16th hour here around noon, right? So there was 12-hours worth of time here where they didn't have enough budget to get through to the rest of the day. So they're essentially missing out on sales that could be happening.",Insertion Order (IO), Performance, Campaigns, Brands, Wallets, Budget,,,,,,,,,,
"So this report is going to be helpful. The [Ad] Op’s team will be leveraging it for all of their campaigns and wallets, moving forward. So I think currently we only have data from November [2021] to present. But they'll be looking at this to understand when they're capping out and if they need to increase the budget per day.",Reporting, Budget, Managed service, Future opportunity,,,,,,,,,,,,
"Sorry, I did a terrible job explaining that I had a major distraction here next to me. He left now, of course. Oh goodness I that, yeah.",,,,,,,,,,,,,,,,
"So, yeah, so, so our team is providing like the mid-campaign and post-campaign reporting. Probably that she shared. We have standard templates for that. I am working on revamping those to be a little bit more geared towards selling, [and] up-selling. And we will be including the advanced analytics reports that I shared with you – the sales lift, the Share-Of-Voice, the share shift, and the missed opportunity slide – to help with that up-sell for those hot top-tier spenders our brands.",Share of Voice, Sales, Revenue, Reporting, Brands, Business norm, Managed service,,,,,,,,,
"Of course, it's my pleasure.",,,,,,,,,,,,,,,,
"Well, it is extremely user friendly. I will say well, for me, I enjoy it and it's great that you can manipulate it to get the data that you need.",,,,,,,,,,,,,,,,
Awesome. And I will say I cannot take credit for a lot of these dashboards. Cathy M is the real power user here. I'm sure you know her if you're working on pacing dashboards.,,,,,,,,,,,,,,,,
"Well, it was nice meeting you, Emma. It was nice speaking with you again. And if you guys have any follow up questions. I'll send you the playbook. But if there's anything else you need just don't hesitate to reach out.",,,,,,,,,,,,,,,,
